name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
Intel Core i5-2390T @ 2.70GHz,CPU Passmark score 3966,0.0,CPUs,Intel Core i5-2390T @ 2.70GHz - CPU Passmark score 3966,,,,False,927
Intel Xeon L3426 @ 1.87GHz,CPU Passmark score 3960 - Price is last known price,325.99,CPUs,Intel Xeon L3426 @ 1.87GHz - CPU Passmark score 3960,,,,True,926
Intel Core2 Quad Q9705 @ 3.16GHz,CPU Passmark score 3947,0.0,CPUs,Intel Core2 Quad Q9705 @ 3.16GHz - CPU Passmark score 3947,,,,False,925
AMD Phenom Ultra X4 24500,CPU Passmark score 3945,0.0,CPUs,AMD Phenom Ultra X4 24500 - CPU Passmark score 3945,,,,False,924
Intel Xeon E5-2407 @ 2.20GHz,CPU Passmark score 3943,289.5,CPUs,Intel Xeon E5-2407 @ 2.20GHz - CPU Passmark score 3943,,,,True,923
Intel Xeon E5430 @ 2.66GHz,CPU Passmark score 3936 - Price is last known price,215.99,CPUs,Intel Xeon E5430 @ 2.66GHz - CPU Passmark score 3936,,,,True,922
Intel Core i5 760 @ 2.80GHz,CPU Passmark score 3923,219.99,CPUs,Intel Core i5 760 @ 2.80GHz - CPU Passmark score 3923,,,,True,921
Intel Core i7-3537U @ 2.00GHz,CPU Passmark score 3911,0.0,CPUs,Intel Core i7-3537U @ 2.00GHz - CPU Passmark score 3911,,,,False,920
Intel Core i3-3210 @ 3.20GHz,CPU Passmark score 3908,113.99,CPUs,Intel Core i3-3210 @ 3.20GHz - CPU Passmark score 3908,,,,True,919
AMD Athlon II X4 553,CPU Passmark score 3906,0.0,CPUs,AMD Athlon II X4 553 - CPU Passmark score 3906,,,,False,918
AMD Phenom II X4 B97,CPU Passmark score 3884,0.0,CPUs,AMD Phenom II X4 B97 - CPU Passmark score 3884,,,,False,917
AMD Phenom II X4 973,CPU Passmark score 3884,0.0,CPUs,AMD Phenom II X4 973 - CPU Passmark score 3884,,,,False,916
Intel Core i7-2620M @ 2.70GHz,CPU Passmark score 3883,0.0,CPUs,Intel Core i7-2620M @ 2.70GHz - CPU Passmark score 3883,,,,False,915
Intel Core i7-4500U @ 1.80GHz,CPU Passmark score 3876,0.0,CPUs,Intel Core i7-4500U @ 1.80GHz - CPU Passmark score 3876,,,,False,914
AMD Phenom II X4 960T,CPU Passmark score 3875 - Price is last known price,200.0,CPUs,AMD Phenom II X4 960T - CPU Passmark score 3875,,,,True,913
Intel Core i3-2120 @ 3.30GHz,CPU Passmark score 3869,113,CPUs,Intel Core i3-2120 @ 3.30GHz - CPU Passmark score 3869,,,,True,912
Intel Xeon X3350 @ 2.66GHz,CPU Passmark score 3867 - Price is last known price,268.0,CPUs,Intel Xeon X3350 @ 2.66GHz - CPU Passmark score 3867,,,,True,911
Intel Core2 Quad Q9450 @ 2.66GHz,CPU Passmark score 3814,335.25,CPUs,Intel Core2 Quad Q9450 @ 2.66GHz - CPU Passmark score 3814,,,,True,910
Intel Core i5-3210M @ 2.50GHz,CPU Passmark score 3805,0.0,CPUs,Intel Core i5-3210M @ 2.50GHz - CPU Passmark score 3805,,,,False,909
AMD Athlon II X4 555,CPU Passmark score 3804,0.0,CPUs,AMD Athlon II X4 555 - CPU Passmark score 3804,,,,False,908
AMD Phenom II X4 B50,CPU Passmark score 3801,0.0,CPUs,AMD Phenom II X4 B50 - CPU Passmark score 3801,,,,False,907
Intel Core i3-2105 @ 3.10GHz,CPU Passmark score 3797,145.99,CPUs,Intel Core i3-2105 @ 3.10GHz - CPU Passmark score 3797,,,,True,906
Intel Atom C2750 @ 2.40GHz,CPU Passmark score 3797,0.0,CPUs,Intel Atom C2750 @ 2.40GHz - CPU Passmark score 3797,,,,False,905
Intel Core i5-4300U @ 1.90GHz,CPU Passmark score 3789,0.0,CPUs,Intel Core i5-4300U @ 1.90GHz - CPU Passmark score 3789,,,,False,904
AMD A8-5500B APU,CPU Passmark score 3785,0.0,CPUs,AMD A8-5500B APU - CPU Passmark score 3785,,,,False,903
Intel Xeon X5472 @ 3.00GHz,CPU Passmark score 3780 - Price is last known price,844.5,CPUs,Intel Xeon X5472 @ 3.00GHz - CPU Passmark score 3780,,,,True,902
AMD Phenom II X4 B95,CPU Passmark score 3770 - Price is last known price,225.0,CPUs,AMD Phenom II X4 B95 - CPU Passmark score 3770,,,,True,901
AMD Phenom II X4 977,CPU Passmark score 3750,0.0,CPUs,AMD Phenom II X4 977 - CPU Passmark score 3750,,,,False,900
AMD Phenom II X4 945,CPU Passmark score 3748 - Price is last known price,170.0,CPUs,AMD Phenom II X4 945 - CPU Passmark score 3748,,,,True,899
Intel Core i5 750 @ 2.67GHz,CPU Passmark score 3744 - Price is last known price,195.0,CPUs,Intel Core i5 750 @ 2.67GHz - CPU Passmark score 3744,,,,True,898
Intel Core i3-3220T @ 2.80GHz,CPU Passmark score 3732,118.99,CPUs,Intel Core i3-3220T @ 2.80GHz - CPU Passmark score 3732,,,,True,897
Intel Core2 Extreme Q6850 @ 3.00GHz,CPU Passmark score 3725 - Price is last known price,1495.95,CPUs,Intel Core2 Extreme Q6850 @ 3.00GHz - CPU Passmark score 3725,,,,True,896
Intel Xeon X3330 @ 2.66GHz,CPU Passmark score 3716 - Price is last known price,223.79,CPUs,Intel Xeon X3330 @ 2.66GHz - CPU Passmark score 3716,,,,True,895
Intel Xeon L5506 @ 2.13GHz,CPU Passmark score 3715,0.0,CPUs,Intel Xeon L5506 @ 2.13GHz - CPU Passmark score 3715,,,,False,894
Intel Core i7-3517U @ 1.90GHz,CPU Passmark score 3701,0.0,CPUs,Intel Core i7-3517U @ 1.90GHz - CPU Passmark score 3701,,,,False,893
