632,"Adaptec 2015S U320 PCI SCSI RAID 0-chanel",,,
633,"Adaptec 3410S U160 PCI SCSI RAID 64/66MHz 4-chan",,,
640,"External HD68 SCSI connector",,,
650,"Sangamo Single 514/ET1 PCI card",,,
650,"Sangamo Dual 514/ET1 PCI card",,,
650,"Ribbon-cable riser for AMD motherboard",,,
655,"Promise Fastrak 100 LP IDE RAID card",,,
656,"v.90 56K modem LP PCI card",,,
657,"Adaptec 2130SLP U320 PCI-X  SCSI card 1-channel",,,
658,"SMC realtek 10/100 NIC LP PCI card",,,
659,"Aopen 56K V.92 PCI Fax modem LP PCI card",,,
659,"Phobos P130/LP Single channel Ethernet Adapter",,,
659,"Phobos P230 PCI Dual Fast Ethernet Adapter",,,
659,"Phobos P430 PCI Quad Fast Ethernet Adapter",,,
660,"Promise IDE RAID card (2-port)",,,
661,"Promise IDE RAID card (4-port)",,,
700,"1000BaseSX (multimode fiber) NIC",,,
700,"OpenBSD-qualified 4-port 800Mbps Server card",,,
700,"1000BaseTX (RJ45) NIC dual-port",,,
700,"1000BaseLX (single mode fiber) NIC",,,
700,"1000BaseTX (RJ45) NIC",,,
700,"RJ45 (1000BaseTX) 32bit-PCI card",,,
700,"LSI 320-2 MegaRAID SCSI U320 card ",,,
700,"1000BaseSX (multimode fiber) NIC dual-port",,,
700,"1000BaseSX 64bit-PCI Server-card",,,
700,"1000BaseLX (single mode fiber) NIC dual-port",,,
700,"Adaptec ANA-62044 64bit Quad fast Ethernet ",,,
720,"Netgear 302T 1000BaseTX (RJ45)",,,
721,"Netgear 621 1000BaseSX (SC Fiber)",,,
722,"Netgear GA311 Network adapter - PCI 10/100/1000",,,
723,"Intel Pro/1000PT Single Port Server Adapter",,,
723,"Gigabit Fiber NIC",,,
723,"Intel Pro/1000PT Dual-port Server Adapter ",,,
723,"Intel Pro/1000PT Quad Port Server Adapter ",,,
723,"Intel Pro/1000F Single-port Fiber Server Adapter",,,
723,"Intel Dual Port Gigabit Ethernet card",,,
723,"Intel Pro/1000MF Dual-port Fiber Server Adapter",,,
799,"Wireless a/b/g PCI card",,,
800,"Remote management card",800,899,"PCI Cards"
800,"PCI Serial card",,,
800,"Disk-on-Module 96MB",,,
800,"Dual Athlon 1.2GHz",,,
800,"PCI Parallel card",,,
800,"802.11a/b dual band PCMCIA Wireless NIC",,,
800,"Disk-on-Module 64MB",,,
800,"Firewire card ($TBD)",,,
800,"FDDI interface ($TBD)",,,
800,"802.11b PCMCIA Wireless NIC ",,,
800,"Disk-on-Module 32MB",,,
800,"Adaptec 2230SLP U320 PCI-X SCSI RAID card 2-chan",,,
800,"56K v.90 PCMCIA hardware fax modem",,,
800,"Disk-on-Module 128MB",,,
801,"WinModem",,,
801,"WinModem / Prism2.5 Wireless 802.11b",,,
805,"eSATA PCI card for external storage, 4-port",,,
805,"eSATA PCI card for external storage, 2-port",,,
900,"OpenBSD 4.5",900,999,"Operating System"
901,"OpenBSD 4.5 + pfw",,,
902,"OpenBSD 4.4",,,
902,"OpenBSD/amd64",,,
905,"PCLinuxOS",,,
906,"Puppy Linux 4.2",,,
910,"FreeBSD 4.9",,,
910,"Fedora Linux 7 ",,,
911,"FreeBSD legacy 6.4",,,
912,"FreeBSD production 7.2",,,
913,"FreeBSD/amd64",,,
914,"NetBSD/amd64",,,
915,"Gentoo Linux ",,,
920,"NetBSD 5.0",,,
920,"NetBSD 4.0",,,
930,"Mini OpenBSD-based firewall",,,
931,"LRP-based firewall",,,
932,"Linux for Alpha",,,
932,"Freespire 2.0",,,
932,"Linspire 5.0 (formerly Lindows)",,,
932,"SimplyMEPIS Linux 6.0",,,
939,"Ubuntu Linux 9.04 Server Edition",,,
940,"Ubuntu Linux 8.04 LTS Desktop Edition",,,
941,"Ubuntu Linux 8.04 LTS Server Edition",,,
942,"Ubuntu Linux 8.10 Desktop Edition",,,
943,"Ubuntu Linux 9.04 Desktop Edition",,,
944,"Ubuntu-eee installation",,,
945,"Mandrake Powerpack (7 CDs, Manual, email support)",,,
945,"Mandriva Linux 2009 Spring",,,
946,"Mandrake Linux beta ""Cooker""",,,
947,"Lycoris (Redmond) Linux",,,
948,"ELX Linux",,,
948,"icepack Linux",,,
949,"Linux 7.3 (redhat.com download edition)",,,
949,"Linux 8.0 (redhat.com download edition)",,,
949,"Red Hat&reg; Linux 8.0 Boxed Set (limited quanti",,,
949,"Linux Mint 6",,,
950,"Linux 9  (redhat.com download edition)",,,
950,"Red Hat&reg; Linux Enterprise ES",,,
950,"Fedora Linux 11 ",,,
950,"CentOS Linux 5",,,
950,"Zonbu OS",,,
951,"Red Hat&reg; Linux 9 Boxed Set (limited quantiti",,,
951,"Fedora Linux 10",,,
951,"Novell SUSE Linux Enterprise Desktop 11",,,
952,"Red Hat&reg; Linux Enterprise Workstation",,,
952,"Fedora Core 2 x86_64 ",,,
953,"Red Hat&reg; Linux Advanced Server AMD64 (as ava",,,
955,"Novell SUSE Linux Enterprise Server 11 ",,,
955,"SuSE Linux Enterprise Server 8 for AMD64",,,
955,"Customer-provided custom Linux OS + software",,,
955,"SuSE Linux AMD64 (download edition)",,,
955,"Mandrake Linux Corporate Server 2.1 for AMD64",,,
955,"OpenSUSE 11.1  (or specify version)",,,
960,"Turbo Linux",,,
965,"Debian Linux - development (sid)",,,
965,"Debian Linux - testing (squeeze)",,,
965,"Debian / Slackware",,,
966,"Debian Linux - stable v5.0 (lenny)",,,
967,"Xandros Standard",,,
967,"Xandros Deluxe",,,
970,"No OS - (tested with Ubuntu)",,,
970,"No OS - Windows - Ready",,,
980,"MS Windows 98",,,
981,"MS Windows NT4.0",,,
982,"MS Windows NT4.0 Server w/5 client",,,
983,"MS Windows 2003 Server",,,
983,"MS Windows 2000 Prof",,,
984,"MS Windows 2000 Server 5-CAL only",,,
985,"Include MS Windows XP Driver CD ",,,
985,"MS Windows XP Professional",,,
985,"MS Windows 2000 Server w/5 client",,,
985,"MS Windows XP Standard",,,
999,"Dual Boot operating system (specify in NOTES)",,,
1000,"Keyboard and Mouse",1000,1004,"Keyboard & Mouse"
1000,"Logitech 3 Button PS/2 Mouse",,,
1000,"Black Keyboard with standard mouse",,,
1000,"Logitech Optical Mouse with scroll wheel",,,
1000,"KeyTronic Keyboard standard PS/2",,,
1000,"NXZT Avatar gaming mouse 2600 dpi",,,
1000,"NXZT gaming mouse & Logitech wireless keyboard",,,
1005,"Monitor LCD 19in 1440 x 900, 2000:1",1005,1009,"Flatpanel Monitors (LCD, TFT, OLED, etc)"
1005,"Monitor 17in TFT Flatpanel (1280x1024, 75Hz)",,,
1005,"Monitor LCD 17in 1280 x 1024, 1000:1",,,
1005,"Monitor LCD 21.1in 1920 x 1080, 12000:1",,,
1005,"Monitor LCD 17in 1400 x 900, 500:1",,,
1005,"Monitor LCD 20in 1680 x 1050, 2500:1",,,
1005,"Monitor 15in TFT Flatpanel (1024x768, 75Hz)",,,
1005,"Monitor LCD 24in 1920 x 1200, 10000:1",,,
1005,"Monitor LCD 22in 1680 x 1050, 2500:1",,,
1010,"LCDKBD 1U 15""",1010,1099,"Rackmount Monitors, KVMs, Cables, and Accessories"
1010,"LCDKBD 1U 21",,,
1010,"LCDKBD 1U 51",,,
1010,"8 sets of 10 foot KVM cables",,,
1010,"KVM switch, rackmountable  (no monitor, keyboard)",,,
1010,"LCDKBD 1U 50",,,
1010,"LCDKBD 1U 50 KVM",,,
1010,"LCDKBD 1U 15in LCD",,,
1010,"LCDKBD-T-KVM 1U 15in LCD Touchpad, 8 KVM",,,
1010,"8 sets of 6 foot KVM cables",,,
1011,"10.4in LCD Panel 4U Rackmount ",,,
1011,"15in LCD Panel 6U Rackmount",,,
1011,"10.4in LCD Panel 4U Rackmount w/ speakers",,,
1011,"10.4in LCD Panel 4U Rackmount S-video input",,,
1011,"10.4in LCD Panel 4U Rackmount S-video speakers",,,
1012,"15in LCD Panel 6U Rackmount S-Video input",,,
1012,"15in LCD Panel 6U Rackmount S-Video DVI inputs",,,
1100,"Economy Knockdown 20U Rack, 19x24x35in, black",1100,1199,"Rack Cabinets and Accessories"
1101,"Economy Knockdown 24U Rack, 19x24x42in, black",,,
1102,"Economy Knockdown 44U Rack, 19x24x77in, black",,,
1105,"Fixed shelf 18in depth, Unvented",,,
1106,"Fixed shelf 21in depth, Unvented",,,
1107,"Fixed shelf 18in depth, Vented",,,
1108,"Fixed shelf 21in depth, Vented",,,
1110,"Nylon caster set of 4; 400lb capacity",,,
1120,"Rack Door, solid, black, 35in high",,,
1121,"Rack Door, solid, black, 42in high",,,
1122,"Rack Door, solid, black, 77in high",,,
1123,"Rack Door, louvred, black, 35in high",,,
1124,"Rack Door, louvred, black, 42in high",,,
1125,"Rack Door, louvred, black, 77in high",,,
1126,"Rack Door, plexi, black, 35in high",,,
1127,"Rack Door, plexi, black, 42in high",,,
1128,"Rack Door, plexi, black, 77in high",,,
1130,"Retractable Keyboard Shelf, 15in depth",,,
1140,"Vertical Power Strip 6 outlet, 24in, pilot, 6ft",,,
1141,"Vertical Power Strip 6 outlet, 24in, On/Off, 6ft",,,
1142,"Vertical Power Strip 6 outlet, 24in, pilot, 15ft",,,
1143,"Vertical Power Strip 6 outlet, 24in, On/Off, 15ft",,,
1145,"Vertical Power Strip 7 outlet, 42in, pilot, 6ft",,,
1145,"Vertical Power Strip 7 outlet, 42in, On/Off, 15ft",,,
1146,"Vertical Power Strip 7 outlet, 42in, On/Off, 6ft",,,
1147,"Vertical Power Strip 12 outlet, 77in, On/Off, 15ft",,,
1147,"Vertical Power Strip 12 outlet, 77in, pilot, 6ft",,,
1147,"Vertical Power Strip 12 outlet, 77in, On/Off, 6ft",,,
1147,"Vertical Power Strip 7 outlet, 42in, pilot, 15ft",,,
1147,"Vertical Power Strip 12 outlet, 77in, pilot, 15ft",,,
1150,"Lockable Rail Mounted Storage Drawer 3.5x19x16",,,
1150,"Rail kit, one pair 20"" (20-26"" depth)",,,
1151,"Rail kit, one pair 26"" (26-34"" depth)",,,
1160,"Sliding Rails for 1U chassis",,,
1160,"Sliding Rails, 20"", for 2U-4U chassis",,,
1160,"Sliding Rails, 26"", for 2U-4U chassis",,,
1160,"Sliding rails included",,,
1160,"Sliding Rails for 1U GRID chassis",,,
1161,"Center Mount Brackets for 1U chassis",,,
1161,"Rear Mount Brackets for 1U chassis",,,
1162,"Rear Mount Brackets for 2U-4U chassis",,,
1162,"Center Mount Brackets for 2U-4U chassis",,,
1175,"17in 15AMP/115VAC Power strip",,,
1175,"1U 30inD 19in Rackmount Shelf, Fixed ",,,
1175,"27U 35inD 19in Rackmount Cabinet  ",,,
1201,"AMD K6-2 366",1200,1899,"Motherboards, CPUs, Combos"
1202,"AMD K6/2 400",,,
1203,"AMD K6/2 450 ",,,
1204,"VIA EPIA Mini ITX C3 800MHz CPU motherboard",,,
1204,"Via C3 866MHz ",,,
1204,"Via C3 1.5 GHz",,,
1204,"VIA EPIA C7 1.5GHz  motherboard and CPU ",,,
1204,"Via ""Antaur"" 1GHz ",,,
1204,"Via C3 900MHz ",,,
1204,"Via C3 1.0 GHz ",,,
1204,"Via C3 800MHz ",,,
1205,"AMD Athlon XP 2400 1.933GHz",,,
1205,"AMD Athlon XP 3200 2.2GHz",,,
1205,"AMD Athlon XP 1800 1.53GHz",,,
1205,"AMD Athlon XP 3000 2.167GHz ",,,
1205,"AMD Athlon XP 2000 1.67GHz",,,
1205,"AMD Athlon XP 2600 2.13GHz",,,
1205,"AMD Athlon XP 1500 1.33GHz ",,,
1205,"AMD Athlon XP 2200 1.8GHz",,,
1205,"AMD Athlon XP 2800 2.08GHz",,,
1205,"AMD Athlon XP 1700 1.47GHz",,,
1205,"AMD Athlon XP 2700 2.17GHz ",,,
1209,"AMD Athlon 900",,,
1210,"AMD Duron 650 ",,,
1212,"AMD Duron 700 ",,,
1213,"AMD Duron 750",,,
1214,"AMD Duron 800",,,
1215,"AMD Duron 850",,,
1216,"AMD Duron 900",,,
1217,"AMD Duron 950",,,
1218,"AMD Duron 1GHz",,,
1219,"AMD Duron 1.1GHz",,,
1220,"AMD Duron 1.2GHz",,,
1221,"AMD Duron 1.3GHz",,,
1230,"Single AMD Athlon 800 ",,,
1231,"Dual AMD Athlon 800 ",,,
1236,"Intel Celeron 1.2GHz",,,
1239,"Intel Celeron D 3.2GHz 256K L2 533MHz  ",,,
1240,"Intel Celeron D 2.53GHz 256K L2 533MHz ",,,
1242,"Intel Celeron D 2.66GHz 256K L2 533MHz ",,,
1243,"Intel Celeron D 2.93GHz 256K L2 533MHz ",,,
1244,"Intel Celeron D 2.80GHz 256K L2 533MHz ",,,
1250,"Pentium III 600MHz, ServerWorks HE-SL",,,
1250,"Pentium III 1GHz, ServerWorks HE-SL",,,
1250,"Pentium III 733 CPU, ServerWorks HE-SL ",,,
1250,"Pentium III 933MHz, ServerWorks HE-SL",,,
1250,"Celeron 600A, ServerWorks HE-SL",,,
1250,"Celeron 700A, ServerWorks HE-SL",,,
1250,"Pentium III 866MHz, ServerWorks HE-SL",,,
1251,"Intel PIII 733",,,
1251,"Intel PIII 1.2GHz",,,
1251,"Intel PIII 933 ",,,
1251,"Intel PIII 866 ",,,
1251,"Intel PIII 1GHz",,,
1252,"Intel Pentium4 3.0GHz 533MHz 1MB L2",,,
1252,"Intel Pentium4 2.8GHz 800MHz 1MB L2",,,
1252,"Intel Pentium4 2.66GHz 533MHz 1MB L2",,,
1252,"Intel Pentium4 3.4GHz 533MHz 1MB L2",,,
1252,"Intel Pentium4 3.2GHz 533MHz 1MB L2",,,
1253,"Intel PIII 1.13GHz",,,
1254,"Single Intel PIII 600",,,
1254,"Single Intel PIII 933",,,
1254,"Single Intel PIII 866",,,
1254,"Single Intel PIII 1.2 GHz",,,
1254,"Single Intel PIII 733",,,
1254,"Single Intel PIII 1000",,,
1255,"Single Intel PIII 1.4 GHz 512KB",,,
1255,"Single Intel PIII 1.26 GHz 512KB",,,
1255,"Single Intel PIII 1.13 GHz 512KB",,,
1256,"Single Intel Celeron 900",,,
1256,"Single Intel Celeron 600",,,
1256,"Single Intel Celeron 700",,,
1260,"Dual Intel Celeron 700 ",,,
1260,"Dual Intel Celeron 600 ",,,
1260,"Dual Intel Celeron 900",,,
1262,"Dual Intel PIII 733 ",,,
1262,"Dual Intel PIII 1.2 GHz 512KB",,,
1262,"Dual Intel PIII 600 ",,,
1262,"Dual Intel PIII 866 ",,,
1262,"Dual Intel PIII 1000",,,
1265,"Dual Intel PIII 1.26 GHz 512KB",,,
1265,"Dual Intel PIII 933",,,
1265,"Dual Intel PIII 1.4 GHz 512KB",,,
1265,"Dual Intel PIII 1.13 GHz 512KB",,,
1271,"Single PIII 1GHz Xeon ",,,
1274,"Single P4 1.4GHz Xeon ",,,
1275,"Single P4 1.5GHz Xeon ",,,
1277,"Single P4 1.7GHx Xeon ",,,
1280,"Dual PIII 1GHz Xeon ",,,
1281,"Dual P4 1.4GHz Xeon ",,,
1282,"Dual P4 1.5GHz Xeon ",,,
1285,"Dual P4 1.7GHz Xeon ",,,
1290,"UP2000+ motherboard, dual 21264 833MHz",,,
1291,"Dual VIA-EPIA CL motherboards",,,
1299,"Tyan Thunder Dual Xeon i7501 S2720-533 SCSI",,,
1299,"Tyan DP Xeon SATA2/SAS PCI/PCI-X/PCI-e/PCI-eX  ",,,
1299,"Tyan Dual Xeon SCSI 3PCIX 2GbE motherboard",,,
1299,"Tyan Thunder Quad Xeon 4520 GC-HE SCSI",,,
1299,"Tyan P4 motherboard w/ HT-support, GigE ",,,
1299,"Tyan S2468 motherboard",,,
1299,"Quad Opteron motherboard, dual GigE, SATA",,,
1299,"Tyan Thunder Dual Xeon i7501 S2720-533 IDE",,,
1299,"F153 Pentium 4 motherboard",,,
1300,"Soyo SY-P41FD Motherboard",,,
1300,"Gigabyte GA-81RXP Motherboard",,,
1300,"eRacks AMD Sempron/Athlon Motherboard",,,
1300,"SuperMicro X5DAL-G dual Xeon 1GbE IDE",,,
1300,"SuperMicro X5DAL-TG2 dual Xeon 2GbE SATA ",,,
1300,"Tyan Thunder LE 2CPU 2NIC 2U160 ",,,
1300,"Tyan Thunder i7525 Dual Xeon EM64T 2PCI-X GbE ",,,
1300,"eRacks AM3/AM2+ DDR3 Motherboard",,,
1300,"eRacks 4DIMM 2NIC IDE/SATA Motherboard",,,
1300,"eRacks Pentium4 533/800 Motherboard",,,
1300,"Tyan Thunder K7X Dual AMD 760MP IDE",,,
1300,"Tyan Thunder K7 Dual AMD 760MP SCSI",,,
1300,"SuperMicro 360DLE Dual-CPU Motherboard ",,,
1300,"eRacks Pentium4 800 Motherboard i925x, PCIx, DDRII",,,
1300,"Tyan Thunder LE 2CPU 2NIC 2U160 SCSI",,,
1300,"Tyan Thunder K8S Dual Opteron Motherboard",,,
1300,"Dual Opteron 2000 Series 1000MHz IPMI motherboard ",,,
1300,"eRacks Pentium4 533/800 Motherboard",,,
1300,"Tyan Thunder LE_T 2CPU NIC 2PCI SCSI",,,
1300,"Tyan Thunder HEsl 2CPU 4DIMM 2U160 NIC 2PCI SCSI",,,
1300,"Tyan Tiger 230 Dual-CPU Motherboard plus PCI video",,,
1300,"Dual Opteron U320 6DIMM 4PCI SCSI Motherboard",,,
1300,"Tyan Tomcat S2425 Motherboard",,,
1300,"Tyan Tiger i7501R Dual Xeon 3PCIX 2GbE motherboard",,,
1300,"eRacks Dual-Core PentiumD Motherboard",,,
1300,"Via C3 motherboard",,,
1300,"Tyan Trinity GC-SL 2GbE 2PCI-X 3PCI P4533",,,
1300,"eRacks P4/Celeron Motherboard, integrated video",,,
1300,"eRacks CeleronD/PentiumD Motherboard",,,
1300,"Tyan Thunder HEsl-T 2CPU 6DIMM NIC, 3PCI",,,
1300,"SuperMicro S2DG2 Xeon 440GX motherboard",,,
1300,"Tyan Thunder Quad Series 8000 S4985-E motherboard",,,
1300,"eRacks/FRONT Pentium-M / Celeron-M motherboard",,,
1300,"eRacks Pentium4 533MHz FSB motherboard",,,
1300,"Tyan Thunder LE_T 2CPU NIC 2PCI",,,
1300,"Tyan Thunder K8S Dual Operon SCSI Motherboard",,,
1300,"Intel Pentium4 400/533/800FSB 865G chipset ",,,
1300,"Dual Opteron 2000 DDR2 SATA II Motherboard",,,
1300,"SuperMicro 370SSE 815E UDMA100 2LAN 4PCI ",,,
1300,"eRacks Pentium4 533-800MHz motherboard",,,
1300,"Intel STL2 Dual-CPU Dual-SCSI ServerBoard",,,
1300,"SuperMicro S2DGE Xeon 440GX motherboard",,,
1300,"eRacks Socket 775 FSB 800/1066 MHz Motherboard",,,
1300,"Tyan Thunder HEsl-T 2CPU 6DIMM NIC, 3PCI SCSI",,,
1300,"Tyan Thunder HEsl 2CPU 4DIMM 2U160 NIC 2PCI",,,
1300,"Tyan Dual K7 AMD 2NIC ",,,
1300,"Intel D845BG Motherboard",,,
1300,"MSI 645 ULTRA333 SiS",,,
1300,"SuperMicro 370SSR 815E UDMA100 SCSI 2LAN",,,
1300,"eRacks PC133 AMD Motherboard",,,
1300,"Tyan Tiger 200 Dual-CPU Motherboard",,,
1300,"Tyan Tiger AMD MPX Dual-CPU Motherboard",,,
1300,"SuperMicro S2DL3 Xeon ServerSet LE motherboard",,,
1300,"eRacks PC133 Intel Motherboard",,,
1300,"Tyan Tomcat i7210 Pentium4 2GbE 2PCI-X 3PCI ",,,
1300,"Tyan Thunder K7 Dual AMD 760MP IDE",,,
1301,"eRacks 775 FSB1333 Intel 3210 Motherboard",,,
1301,"eRacks Socket 775 Core2 Duo 1333FSB motherboard",,,
1301,"Tyan Thunder i7525 Dual Xeon 800FSB GbE Firewire",,,
1301,"Single Mini ITX LV-667 1GHz Via C3 motherboard",,,
1301,"Dual Mini ITX LV-667 1GHz Via C3 motherboards",,,
1301,"Tyan Tiger i7320 Dual Xeon EM64T PCiX 2GbE ",,,
1302,"AMD64 motherboard NVIDIA GeForce6 GPU",,,
1302,"eRacks Dual/Quad Core Xeon motherboard",,,
1302,"eRacks Intel Core 2 Duo Motherboard",,,
1302,"Intel Core2 Quad BLKDG33FBC DDR2-800 motherboard",,,
1303,"eRacks Athlon64 X2 motherboard AM2 SATA/IDE ",,,
1303,"Intel Core2 Quad Extreme S975XBX DDR2-800 no-video",,,
1304,"eRacks Athon64 FX/X2 motherboard AM2 SATA2/SATA",,,
1304,"eRacks Phenom X4/X2 motherboard GeForce 7050/ DDR2",,,
1304,"eRacks Socket AM3/AM2 motherboard FSB 2600 MHz",,,
1304,"eRacks Athlon64 X2 motherboard AM2 SATA 4DIMM",,,
1305,"Intel Mini-ITX 1.6GHz Atom230 CPU and motherboard",,,
1305,"eRacks Quad-Core Xeon 5300 motherboard",,,
1305,"Intel Mini-ITX 1.6GHz DualCore Atom330 motherboard",,,
1306,"eRacks socket775 Core 2 Quad / Core 2 Duo 1333FSB ",,,
1307,"eRacks socket775 Core 2 Quad / Core 2 Duo 1066FSB",,,
1308,"SuperMicro X7DVA-E Dual LGA771 Xeon/ Intel 5000V",,,
1308,"eRacks P5K3Deluxe Core 2 Quad DDR3-1333 -no video ",,,
1309,"eRacks Core 2 Duo Intel G965 DDR2 SATA2 1333/1066",,,
1310,"SuperMicro X7DBE+ Dual LGA771 Xeon motherboard",,,
1310,"Intel Little Falls Mini-ITX motherboard ",,,
1379,"AMD Phenom Quad core 9750 2.4GHz 4000MHz AM2+ CPU",,,
1379,"AMD Phenom Quad core 9150 1.8GHz AM2+ CPU",,,
1379,"AMD Phenom Quad core 9650 2.3GHz 3600MHz AM2+ CPU",,,
1380,"AMD Athlon64 CPU Model 3500+, 2200Mhz, 512KB ",,,
1381,"AMD Athlon64 CPU Model 3800+, 2400Mhz, 512KB ",,,
1382,"AMD Phenom Quad core 9650 2.3GHz 4000 AM2+ CPU",,,
1382,"Intel Pentium Core 2 Duo M 1.66GHz L2 2MB 667FSB",,,
1382,"Intel Pentium Core 2 Duo M 1.5GHz L2 2MB 667FSB",,,
1383,"Intel Pentium Core 2 Duo M 1.83GHz L2 2MB 667FSB",,,
1383,"AMD Phenom Quad core 9850 2.5GHz 4000 AM2+ CPU",,,
1384,"Intel Pentium Core 2 Duo M 2.0GHz L2 4MB 667FSB",,,
1384,"AMD Phenom Quad core 9950 2.6GHz 4000 AM2+ CPU",,,
1385,"Intel Pentium Core 2 Duo M 2.16GHz L2 4MB 667FSB",,,
1385,"AMD Phenom Triple core 8450 2.1GHz 3600 AM2+ CPU",,,
1386,"AMD Phenom Triple core 8650 2.3GHz 3600 AM2+ CPU",,,
1386,"Intel Pentium Core 2 Duo M 2.33GHz L2 4MB 667FSB",,,
1387,"Intel Pentium Core 2 Duo M 2.0GHz L2 4MB 800FSB",,,
1387,"Intel Pentium Core 2 Duo M 2.2GHz L2 4MB 800FSB ",,,
1388,"Intel Celeron-M CPU 1.40GHz / 400 MHz FSB",,,
1388,"Intel Celeron-M CPU 1.50GHz / 400 MHz FSB",,,
1389,"Intel Celeron-M CPU 1.60GHz / 400MHz FSB",,,
1389,"Intel Celeron-M CPU 1.73GHz / 533MHz FSB",,,
1389,"Intel Pentium-M CPU 1.73GHz/533 MHz FSB",,,
1389,"Intel Pentium-M CPU 2.13 GHz/533 MHz FSB",,,
1389,"Intel Pentium-M CPU 1.86 GHz/533 MHz FSB",,,
1390,"Intel Pentium4-M 2.2GHz 400MHz L2 512KB CPU",,,
1390,"Intel Pentium4-M 1.8GHz 400MHz L2 512KB CPU",,,
1390,"Intel Celeron-M CPU 1.86GHz ",,,
1390,"Intel Pentium4-M 2.4GHz 400MHz L2 512KB CPU ",,,
1390,"Intel Pentium4-M 1.9GHz 400MHz L2 512KB CPU",,,
1390,"Intel Pentium4-M 2.0GHz 400MHz L2 512KB CPU",,,
1391,"Intel Centrino Pentium-M 1.5GHz CPU",,,
1391,"Intel Centrino Pentium-M 1.7GHz CPU",,,
1391,"Intel Centrino Pentium-M 1.6GHz CPU",,,
1392,"AMD Phenom II AM3 Triple Core 710 2.6GHz CPU",,,
1392,"Intel Pentium DualCore E2180 2.0GHz 800MHz CPU ",,,
1393,"AMD Phenom II AM3 Triple Core 720 2.8GHz CPU",,,
1394,"Intel Pentium DualCore E2200 2.2GHz 800MHz CPU",,,
1394,"AMD Phenom II AM3 Quad Core 920 2.8GHz CPU",,,
1395,"AMD Phenom II AM3 Quad Core 940 3.0GHz CPU",,,
1396,"Intel Pentium DualCore E5200 2.5GHz 800MHz CPU",,,
1399,"Intel Pentium D DualCore 3.0GHz 800MHz CPU 2x2MB",,,
1399,"Intel Pentium D DualCore 3.4GHz 800MHz CPU 2x2MB",,,
1400,"X8DA3 Xeon Quad/Dual-Core 5520 Chipset motherboard",,,
1400,"AMD Sempron LE-1250 2.2GHz 1600MHz CPU",,,
1400,"AMD Sempron 3300+ 2000MHz CPU 754 pin",,,
1400,"2 x Six-Core / Quad-Core Opteron Motherboard",,,
1400,"AMD Sempron LE-1150 2.0GHz 1600MHz CPU",,,
1400,"AMD Sempron 3500+ 2000MHz CPU 754pin",,,
1400,"Intel Xeon Quad Core E5504 Nehelam 2.0GHz CPU",,,
1400,"AMD Sempron 3600+ 2000MHz CPU 754pin",,,
1400,"AMD Sempron 3400+ 2000MHz CPU 754 pin",,,
1400,"AMD Sempron LE-1200 2.1GHz 1600MHz CPU ",,,
1401,"Intel Xeon Quad Core E5506 Nehalem 2.13GHz CPU",,,
1402,"Intel Xeon Quad Core E5520 Nehalem 2.26GHz CPU",,,
1403,"Intel Xeon Quad Core E5530 Nehalem 2.4GHz CPU",,,
1404,"Intel Xeon Quad Core X5560 Nehelam 2.8GHz CPU",,,
1405,"Intel Xeon Quad Core E5540 Nehelam 2.53GHz CPU",,,
1406,"Intel Xeon Quad Core X5550 Nehelam 2.66GHz CPU",,,
1407,"Intel Xeon Quad Core W5580 Nehelam 3.2GHz CPU",,,
1410,"AMD Athlon 850 CPU",,,
1411,"AMD Athlon 900 CPU",,,
1412,"AMD Athlon 950 CPU",,,
1413,"AMD Athlon 1GHz CPU",,,
1414,"AMD Athlon 1.1GHz CPU",,,
1415,"AMD Athlon 1.2GHz CPU",,,
1416,"AMD Athlon 1.33GHz CPU",,,
1417,"AMD Athlon 1.4GHz CPU ",,,
1418,"AMD Athlon XP 1500 1.33GHz CPU",,,
1419,"AMD Athlon XP 1600 1.4GHz CPU",,,
1420,"AMD Athlon XP 1700 1.47GHz CPU",,,
1421,"AMD Athlon XP 1800 1.53GHz CPU",,,
1422,"AMD Athlon XP 1900 1.60GHz CPU",,,
1423,"AMD Athlon XP 2000 1.67GHz CPU as avail",,,
1424,"AMD Athlon XP 2100 1.73GHz CPU as avail",,,
1425,"AMD Athlon XP 2200 1.8Ghz CPU as avail",,,
1426,"AMD Athlon XP 2400 1.933GHz CPU as avail",,,
1427,"AMD Athlon XP 2600 2.13GHz CPU",,,
1428,"AMD Athlon XP 2800 2.08GHz CPU",,,
1428,"AMD Athlon XP 2700 2.17GHz CPU",,,
1429,"AMD Athlon XP 3000 2.167GHz CPU as avail",,,
1430,"AMD Athlon XP 3200 2.2GHz CPU",,,
1432,"Single Athlon MP 1.0GHz CPU",,,
1433,"Single Athlon MP 1.2GHz CPU",,,
1434,"Single Athlon MP 1500 1.33GHz CPU",,,
1435,"Single Athlon MP 1600 1.4GHz CPU",,,
1436,"Single Athlon MP 1800 1.53GHz CPU",,,
1437,"Single Athlon MP 1900 1.60GHz CPU",,,
1438,"Single Athlon MP 2000 1.67GHz CPU",,,
1439,"Single Athlon MP 2400 CPU",,,
1439,"Single Athlon MP 2800 CPU",,,
1439,"Single Athlon MP 2200 1.8GHz CPU",,,
1439,"Single Athlon MP 2600 CPU",,,
1440,"Dual Athlon MP 1.0GHz CPU",,,
1441,"Dual Athlon MP 1.2GHz CPU",,,
