name,comment,cost,choicecategory,blurb,supplier,price,multiplier,published,sortorder
"Intel Xeon E5-2699 v3 (45M Cache, 2.30 GHz)","Scraped from ark, Announced: Q3'14","N/A","Xeon E5 v3 CPUs","18 cores, 145 W","","","","True","1300"
"Intel Xeon E5-2698 v3 (40M Cache, 2.30 GHz)","Scraped from ark, Announced: Q3'14","N/A","Xeon E5 v3 CPUs","16 cores, 135 W","","","","True","1300"
"Intel Xeon E5-2697 v3 (35M Cache, 2.60 GHz)","Scraped from ark, Launched: Q3'14","2706.00","Xeon E5 v3 CPUs","14 cores, 145 W","","","","True","1300"
"Intel Xeon E5-2695 v3 (35M Cache, 2.30 GHz)","Scraped from ark, Launched: Q3'14","2428.00","Xeon E5 v3 CPUs","14 cores, 120 W","","","","True","1300"
"Intel Xeon E5-2690 v3 (30M Cache, 2.60 GHz)","Scraped from ark, Launched: Q3'14","2090.00","Xeon E5 v3 CPUs","12 cores, 135 W","","","","True","1300"
"Intel Xeon E5-2687W v3 (25M Cache, 3.10 GHz)","Scraped from ark, Launched: Q3'14","2141.00","Xeon E5 v3 CPUs","10 cores, 160 W","","","","True","1300"
"Intel Xeon E5-2683 v3 (35M Cache, 2.00 GHz)","Scraped from ark, Launched: Q3'14","1846.00","Xeon E5 v3 CPUs","14 cores, 120 W","","","","True","1300"
"Intel Xeon E5-2680 v3 (30M Cache, 2.50 GHz)","Scraped from ark, Launched: Q3'14","1749.00","Xeon E5 v3 CPUs","12 cores, 120 W","","","","True","1300"
"Intel Xeon E5-2670 v3 (30M Cache, 2.30 GHz)","Scraped from ark, Launched: Q3'14","1589.00","Xeon E5 v3 CPUs","12 cores, 120 W","","","","True","1300"
"Intel Xeon E5-2667 v3 (20M Cache, 3.20 GHz)","Scraped from ark, Launched: Q3'14","2057.00","Xeon E5 v3 CPUs","8 cores, 135 W","","","","True","1300"
"Intel Xeon E5-2660 v3 (25M Cache, 2.60 GHz)","Scraped from ark, Launched: Q3'14","1445.00","Xeon E5 v3 CPUs","10 cores, 105 W","","","","True","1300"
"Intel Xeon E5-2650L v3 (30M Cache, 1.80 GHz)","Scraped from ark, Launched: Q3'14","1329.00","Xeon E5 v3 CPUs","12 cores, 65 W","","","","True","1300"
"Intel Xeon E5-2650 v3 (25M Cache, 2.30 GHz)","Scraped from ark, Launched: Q3'14","1166.00","Xeon E5 v3 CPUs","10 cores, 105 W","","","","True","1300"
"Intel Xeon E5-2643 v3 (20M Cache, 3.40 GHz)","Scraped from ark, Launched: Q3'14","1552.00","Xeon E5 v3 CPUs","6 cores, 135 W","","","","True","1300"
"Intel Xeon E5-2640 v3 (20M Cache, 2.60 GHz)","Scraped from ark, Launched: Q3'14","939.00","Xeon E5 v3 CPUs","8 cores, 90 W","","","","True","1300"
"Intel Xeon E5-2637 v3 (15M Cache, 3.50 GHz)","Scraped from ark, Launched: Q3'14","996.00","Xeon E5 v3 CPUs","4 cores, 135 W","","","","True","1300"
"Intel Xeon E5-2630L v3 (20M Cache, 1.80 GHz)","Scraped from ark, Launched: Q3'14","612.00","Xeon E5 v3 CPUs","8 cores, 55 W","","","","True","1300"
"Intel Xeon E5-2630 v3 (20M Cache, 2.40 GHz)","Scraped from ark, Launched: Q3'14","671.00","Xeon E5 v3 CPUs","8 cores, 85 W","","","","True","1300"
"Intel Xeon E5-2623 v3 (10M Cache, 3.00 GHz)","Scraped from ark, Launched: Q3'14","444.00","Xeon E5 v3 CPUs","4 cores, 105 W","","","","True","1300"
"Intel Xeon E5-2620 v3 (15M Cache, 2.40 GHz)","Scraped from ark, Launched: Q3'14","422.00","Xeon E5 v3 CPUs","6 cores, 85 W","","","","True","1300"
"Intel Xeon E5-2609 v3 (15M Cache, 1.90 GHz)","Scraped from ark, Launched: Q3'14","306.00","Xeon E5 v3 CPUs","6 cores, 85 W","","","","True","1300"
"Intel Xeon E5-2603 v3 (15M Cache, 1.60 GHz)","Scraped from ark, Launched: Q3'14","213.00","Xeon E5 v3 CPUs","6 cores, 85 W","","","","True","1300"
"Intel Xeon E5-1620 v3 (10M Cache, 3.50 GHz)","Scraped from ark, Launched: Q3'14","294.00","Xeon E5 v3 CPUs","4 cores, 140 W","","","","True","1300"
"Intel Xeon E5-1630 v3 (10M Cache, 3.70 GHz)","Scraped from ark, Launched: Q3'14","372.00","Xeon E5 v3 CPUs","4 cores, 140 W","","","","True","1300"
"Intel Xeon E5-1650 v3 (15M Cache, 3.50 GHz)","Scraped from ark, Launched: Q3'14","586.00","Xeon E5 v3 CPUs","6 cores, 140 W","","","","True","1300"
"Intel Xeon E5-1660 v3 (20M Cache, 3.00 GHz)","Scraped from ark, Launched: Q3'14","1080.00","Xeon E5 v3 CPUs","8 cores, 140 W","","","","True","1300"
"Intel Xeon E5-1680 v3 (20M Cache, 3.20 GHz)","Scraped from ark, Launched: Q3'14","1723.00","Xeon E5 v3 CPUs","8 cores, 140 W","","","","True","1300"
